Component,Difumo_names,Yeo_networks7,Yeo_networks17,GM,WM,CSF
35,Intraparietal sulcus anterior LH,DorsAttnB,DorsAttnB,0.5602490939014837,0.15247969477655876,0.21171208798453872
36,Superior longitudinal fasciculus I posterior RH,No network found,No network found,0.03055220290582073,0.9693270527982579,0.00012588952134029275
37,Superior longitudinal fasciculus II middle RH,No network found,No network found,0.018125400216715413,0.9818580519492229,1.353726521847785e-05
38,Angular gyrus postero-inferior RH,DefaultB,DefaultC,0.7167720833908061,0.20834947105638385,0.07477111985716124
39,Cerebrospinal fluid (between middle frontal gyrus and skull),DefaultB,DefaultB,0.4015174894360164,0.0169212117017078,0.11435637832711162
40,Cerebellum III anterior,LimbicA,DefaultC,0.4987360981295029,0.13250271249927878,0.31307587320450136
41,Central sulcus middle RH,SomMotA,SomMotA,0.5099830448277288,0.34612212451355034,0.14212343534843339
42,Cerebrospinal fluid (between interhemispheric fissure and superior frontal gyrus superio ),SalVentAttnA,SalVentAttnA,0.4439815897755019,0.034462534265979006,0.2187323065349496
43,Superior frontal gyrus superior RH,DefaultB,DefaultB,0.6591055752729273,0.268342522738459,0.06191579444237168
44,Frontal pole superior RH,DefaultB,DefaultA,0.5297057639862344,0.09176718916996274,0.09529429269314593
45,Postcentral sulcus LH,DorsAttnB,DorsAttnB,0.6556139347236039,0.25317091834879407,0.09117884201668841
46,Frontal pole,DefaultB,DefaultA,0.4496053144241104,0.5146534365997885,0.032644028942126264
47,Paracingulate sulcus posterior RH,SalVentAttnA,SalVentAttnA,0.6253520246305604,0.15767059765782077,0.21672136868359979
48,Middle frontal gyrus mid-anterior LH,ContA,SalVentAttnB,0.6356622454106838,0.1449222369339763,0.09563041014746433
49,Middle frontal gyrus posterior lateral RH,ContA,ContB,0.5658735837831602,0.22399211390780024,0.10568596942797154
50,Intraparietal sulcus superior LH,ContA,ContB,0.47333214556460657,0.07799623555047841,0.2233848561670552
51,Ventromedial prefrontal cortex,DefaultB,DefaultA,0.7367774475435784,0.12204673275799727,0.14118198477307836
52,Lingual gyrus posterior,VisCent,VisCent,0.6863123239703791,0.14343639090081975,0.14946050112921874
53,Anterior insula dorsal RH,SalVentAttnA,SalVentAttnA,0.7807435562779397,0.08928909183924336,0.12946566920855992
54,Caudate dorsal,No network found,No network found,0.260873518766047,0.684551547662307,0.05456393564929428
55,Parieto-occipital sulcus mid-posterior,ContA,ContC,0.5170219047806158,0.4114131310027703,0.07152274763696972
56,Globus pallidus anterior,No network found,SalVentAttnB,0.4878700738136276,0.5113977160684761,0.0007329130962035918
57,Superior longitudinal fasciculus I anterior LH,No network found,No network found,0.04308685403961144,0.956668648793135,0.0002524364977672495
58,Superior longitudinal fasciculus I anterior RH,No network found,No network found,0.025692012447293182,0.974205723879557,9.745126065813853e-05
59,Precentral sulcus mid-inferior LH,DorsAttnB,ContA,0.6602477625543622,0.26355772241356723,0.07535013437111115
60,Cerebellum VI superior medial,No network found,No network found,0.8216127458992188,0.02071259163830316,0.15295967696269153
61,Postcentral sulcus inferior RH,DorsAttnB,DorsAttnB,0.3292874711868569,0.6537272241595369,0.01696806602133539
62,Cuneus middle posterior RH,VisCent,VisPeri,0.479114605274806,0.45616088345159167,0.062404865909594785
63,Cerebrospinal fluid (between middle frontal gyrus and skull LH),DefaultB,ContB,0.5392669804491191,0.048796793486655374,0.14361224023278174
64,Paracingulate gyrus posterior LH,SomMotA,SomMotA,0.6339621493540256,0.24117342048371573,0.12487336250150478
65,Precentral gyrus mid-superior ,SomMotA,DorsAttnB,0.4649790863419163,0.08038254944231224,0.19326516180302425
66,Superior temporal gyrus mid-anterior LH,DefaultB,TempPar,0.7973218509181494,0.08963793024281626,0.10851593545000475
67,Fusiform gyrus anterior,VisCent,DefaultC,0.7888156085836457,0.1446451252928751,0.06655064067003758
68,Superior frontal gyrus medial anterior,DefaultB,DefaultA,0.6663002458959424,0.09669620963952838,0.22939929087676358
69,Superior frontal gyrus mid-posterior ,ContA,SalVentAttnB,0.5373070171077754,0.41207166727341915,0.04557738607386026
70,Cerebellum IX,No network found,No network found,0.7235338670390549,0.18856860229199512,0.08790817833173126
71,Thalamus posterior,No network found,No network found,0.7363219926905534,0.2590944256659862,0.004576952894171479
72,Globus pallidus RH,No network found,No network found,0.16107474348773038,0.8383550393354771,0.0005775173545425872
73,Postcentral sulcus RH,SomMotA,SomMotA,0.46225555261587664,0.46420674318792887,0.07102601915964782
74,Thalamus superior,No network found,No network found,0.5250334243003848,0.47491590213933105,6.0807674329715265e-05
75,Superior occipital sulcus superior LH,DorsAttnB,DorsAttnA,0.5378398750777129,0.3201627566488551,0.13360939100815128
76,Supramarginal gyrus posterior LH,ContA,SalVentAttnB,0.6224926075104548,0.2259451560825801,0.08783516706500434
77,Gyrus rectus,LimbicA,LimbicB,0.5800082580330272,0.29769108315704484,0.1220128537602595
78,Anterior occipital sulcus RH,VisCent,VisCent,0.6364959144868618,0.32815865569220903,0.03515984841713543
79,Lateral fissure anterior,SalVentAttnA,TempPar,0.5671625031598755,0.02014066984449819,0.34689175652557236
80,Posterior corona radiata LH,No network found,No network found,0.016688984507519048,0.9832661030405185,3.0532781053368756e-05
81,Cerebellum V anterior,VisCent,DefaultC,0.8400339571495578,0.011744873293060284,0.14823010743839607
82,Parieto-occipital sulcus mid-anterior,VisCent,DefaultC,0.7758955620760215,0.12146284271177582,0.10265239056826592
83,Hippocampus anterior,No network found,No network found,0.7496652841991788,0.13072913337938827,0.11961640409616318
84,Superior frontal gyrus mid-anterior LH,DefaultB,DefaultB,0.5587523354116215,0.38713445544397945,0.050689265827728126
85,Cerebellum Crus II anterior LH,No network found,No network found,0.7112629473450731,0.25864864867711407,0.029549040820857356
86,Intraparietal sulcus middle RH,DorsAttnB,ContA,0.5764468637746399,0.36068662414582525,0.06280550133113215
87,Parieto-occipital sulcus posterior lateral,VisCent,VisPeri,0.40571339609378915,0.5438287410142666,0.04654605031240925
88,Occipital pole LH,VisCent,VisCent,0.4898774132587653,0.43370855673444136,0.059249044078355066
89,Corticospinal tract superior,No network found,No network found,0.014549358394289296,0.9854495495175396,4.306599722661279e-06
90,Cingulate gyrus middle superior,SalVentAttnA,SalVentAttnA,0.7499809651219388,0.026498029012013893,0.22352501456305596
91,Parieto-occipital sulcus anterior,DefaultB,DefaultC,0.6112364352695457,0.3541156384942591,0.0346356652458823
92,Cererbrospinal fluid (between callosomarginal sulcus and skull LH),DorsAttnB,DorsAttnB,0.46083887182223504,0.08607055781743887,0.25400573341011495
93,Occipitotemporal gyrus posterior RH,DorsAttnB,DorsAttnA,0.6251743912382611,0.3471826615023764,0.02762414952184111
94,Posterior insula dorsal lateral LH,SomMotA,SomMotB,0.7218109194242551,0.21406446922130026,0.06413762781068018
95,Superior frontal gyrus posterior LH,DorsAttnB,DorsAttnB,0.5826428770227514,0.17111117693715522,0.18073098326090156
96,Inferior frontal sulcus middle RH,ContA,ContA,0.6443260335830155,0.26861609205953557,0.07318834746330818
97,Postcentral gyrus middle LH,SomMotA,SomMotA,0.5369028780716574,0.19347098797568443,0.17053740504317721
98,Arcuate fasciculus postero-inferior LH,No network found,SomMotB,0.060460564213877487,0.9390394029825893,0.000507045612642112
99,Angular gyrus anterior RH,SalVentAttnA,SalVentAttnB,0.620165076159306,0.2091088503974755,0.08860113915056528
100,Angular sulcus inferior RH,DefaultB,DefaultA,0.5294925832475368,0.4298399550235942,0.03911629905554327
101,Temporal pole LH,DefaultB,DefaultB,0.7893541520159634,0.11872075360756983,0.07315240129220901
102,Paracentral lobule inferior LH,SomMotA,SomMotA,0.625314369345294,0.1707646200988743,0.20393193452265923
103,Precentral sulcus medial,SomMotA,SomMotA,0.6028161648357723,0.16575340166673536,0.2301637543676865
104,Dorsomedial prefrontal cortex LH,DefaultB,DefaultB,0.6228452740507484,0.1732661126112141,0.2016573185674611
105,Amygdala inferior,No network found,LimbicA,0.9164115565075082,0.026621188295075048,0.05682834950843453
106,Perirhinal cortex,LimbicA,LimbicA,0.6074323955216827,0.35408546634981775,0.038457719954348615
107,Cuneus middle,VisCent,VisPeri,0.6755889278399665,0.2149464109626564,0.10946626652255373
108,Callosomarginal sulcus middle,SomMotA,SomMotA,0.28022108183243394,0.7046898431893656,0.015093566949866423
109,Lunate sulcus RH,VisCent,VisCent,0.4730918655207026,0.49207419079454223,0.03423556521375337
110,Putamen superior,No network found,No network found,0.10648703415685191,0.8935066850555476,1.2783569335540024e-05
111,Putamen LH,No network found,No network found,0.4344883957742796,0.5654848396280622,2.375135501665985e-05
112,Frontal pole,DefaultB,DefaultA,0.4533919224730426,0.04306431544010937,0.12413393978629748
113,Forceps minor,No network found,No network found,0.004884798768164997,0.9950816302221474,2.9579677560389684e-05
114,Superior temporal gyrus medial anterior,LimbicA,LimbicA,0.6248225163960051,0.03936612758315984,0.33325896406610744
115,Middle frontal gyrus anterior RH,ContA,SalVentAttnB,0.6584874095243873,0.21601775378091728,0.09418659675318529
116,Planum polare superior,SalVentAttnA,SomMotB,0.6442969947588417,0.025917270032688434,0.3297956436488498
117,Dorsomedial prefrontal cortex posterior,ContA,ContB,0.6798375606666812,0.03325999054073985,0.28646703475660923
118,Superior frontal gyrus postero-superior LH,SalVentAttnA,SalVentAttnB,0.6377637130249376,0.13601820734150502,0.10492251944162943
119,Supramarginal gyrus postero-superior RH,ContA,ContB,0.5038731075034837,0.442755337410078,0.04547980849417583
120,Amygdala,No network found,No network found,0.7689328010175084,0.09650654979606726,0.13455189516829777
121,Cerebellum VI medial RH,No network found,No network found,0.9054538872159051,0.07097871212626383,0.02356961799328407
122,Lingual gyrus medial,VisCent,VisPeri,0.6955101143406495,0.07136051616743612,0.2331274360673568
123,Cuneus anterior RH,VisCent,VisPeri,0.4710803578913792,0.4832470358863361,0.04567566635841147
124,Superior frontal sulcus middle LH,DefaultB,DefaultA,0.6228381016947898,0.26916855363553777,0.10608800182038731
125,Cerebellum IX inferior,No network found,No network found,0.5766679932122762,0.3593999093481479,0.06392754160626091
126,Cingulum anterior,No network found,SalVentAttnB,0.14210307260695174,0.8565113937586456,0.0013868990637703558
127,Inferior temporal sulcus posterior RH,DorsAttnB,ContA,0.7084578616873973,0.2551254172345952,0.034891920718583054
128,Cerebellum VI superior LH,No network found,VisPeri,0.8320123163756442,0.014243832404166566,0.15362261201325292
129,Optic radiation LH,No network found,No network found,0.04182149515816794,0.9580495389550555,0.00013316726741083494
130,Corpus callosum genu inferior,No network found,No network found,0.31935496608109604,0.42388371265135055,0.25676845930964887
131,Precuneus mid-superior LH,DorsAttnB,ContC,0.6122539259561304,0.2795962252251346,0.10752159315036662
132,Postcentral gyrus mid-inferior,SomMotA,SomMotB,0.598812665052495,0.22219783974542473,0.1022741939699345
133,Inferior frontal sulcus posterior LH,ContA,ContA,0.3898460249509765,0.5936809297877695,0.016384807066096567
134,Lateral occipital cortex posterior LH,VisCent,VisCent,0.6484578695378828,0.15730244263832086,0.14044660182683147
135,Angular gyrus mid-posterior RH,DefaultB,DefaultA,0.6161360323920142,0.32152563485917557,0.05021679574026548
136,Temporal pole,LimbicA,LimbicA,0.7248680172581358,0.22722879073559268,0.0456578899547558
137,Cerebellum Crus II posterior LH,No network found,No network found,0.8214024669316348,0.12615232457054223,0.050394774778218625
138,Superior temporal sulcus posterior LH,DorsAttnB,DorsAttnA,0.39092088713232853,0.5917748699846046,0.017301299715128976
139,Cerebrospinal fluid (between superior precentral gyrus and skull),SomMotA,SomMotA,0.4841404254096847,0.3282543107617309,0.12838960908287758
140,Lunate sulcus LH,VisCent,VisCent,0.4980835518361293,0.46889695260025765,0.032781001392985294
141,Cerebellum Crus I medial RH,No network found,No network found,0.8440541739059926,0.12160778758998751,0.03408963474997048
142,Posterior cingulate cortex LH,DefaultB,DefaultA,0.7134574407666255,0.1980459859106508,0.08849743290722531
143,Precuneus anterior,SalVentAttnA,SalVentAttnA,0.6462501907272232,0.11512759352451929,0.23863509187268442
144,Intraparietal sulcus middle LH,DorsAttnB,ContA,0.5605748186471706,0.3131073647231265,0.12515388066255448
145,Lingual gyrus middle,VisCent,VisPeri,0.7316455520673246,0.09300161184869402,0.17535452803309767
146,Superior temporal gyrus posterior RH,SalVentAttnA,TempPar,0.5977017865764485,0.3403595925189208,0.052556852248228286
147,Lateral orbital cortex,DefaultB,DefaultB,0.8033153785515689,0.12450034355483235,0.06064248300062556
148,Pons antero-superior,No network found,No network found,0.4139444100501058,0.3106452078152881,0.16770109750759013
149,Middle frontal sulcus anterior,SalVentAttnA,SalVentAttnB,0.21775747267512727,0.7783800356643005,0.0038716439508961575
150,Occipital pole superior LH,VisCent,VisCent,0.518282064202055,0.4185662044790162,0.06013377436699785
151,Lingual gyrus mid-posterior LH,VisCent,VisCent,0.5490699535643777,0.4206914368688705,0.03023515610168406
152,Posterior cingulate cortex superior,DefaultB,ContC,0.7431239899695168,0.09792427931330348,0.15896830272061457
153,Inferior frontal sulcus posterior RH,ContA,ContA,0.6322510795882463,0.30416414996509045,0.06311248650517479
154,Cerebrospinal fluid (between angular gyrus and skull LH),DefaultB,DefaultA,0.5186801928254021,0.0372550099531097,0.18527620960196264
155,Intraparietal sulcus mid-anterior LH,ContA,ContA,0.5152769465321068,0.44042728101778295,0.04429540400333661
156,Arcuate fasciculus postero-inferior RH,No network found,TempPar,0.22129196340922747,0.7740722809187287,0.004627765194629846
157,Frontal pole lateral RH,ContA,ContB,0.55241669975694,0.071978584912322,0.12240445781326921
158,Cerebellum VIIIb inferior ,No network found,No network found,0.8708034917754414,0.10893541826068817,0.018819098252398487
159,Parieto-occipital sulcus middle superior LH,VisCent,ContC,0.6889964622931098,0.206042525728599,0.10494459095900766
160,Anterior rami of the lateral fissure RH,SalVentAttnA,SalVentAttnB,0.640547453087034,0.27708404022795213,0.08072158991150244
161,Cingulate gyrus mid-posterior ,SalVentAttnA,SalVentAttnA,0.7949440150419695,0.06232298060806786,0.14273843086411728
162,Superior frontal sulcus posterior LH,DorsAttnB,ContA,0.5743936584338188,0.3588797955074551,0.065979252797042
163,Superior longitudinal fasciculus I posterior LH,DorsAttnB,DorsAttnB,0.2865863221747131,0.6869253973410419,0.026468838978964786
164,Cerebellum IV inferior,No network found,No network found,0.695116647002333,0.2749911588003131,0.02990562941330509
165,Superior corona radiata,No network found,No network found,0.010958003942967599,0.9890327769692784,1.0060813869392482e-05
166,Posterior insula dorsal lateral,SomMotA,SomMotB,0.771019483100782,0.033857556069575336,0.19512930897226746
167,Middle frontal gyrus posterior LH,DefaultB,DefaultB,0.5970521859715836,0.31296777047897373,0.07835063473003029
168,Third ventricle,No network found,No network found,0.4681400728210785,0.19994439761751545,0.3319172371581557
169,Precentral gyrus middle LH,DorsAttnB,DorsAttnB,0.5101995111108706,0.4322030253281402,0.05299615109648324
170,Callosal sulcus posterior,ContA,ContC,0.5393740350822066,0.38334977451195495,0.07728111456527606
171,Angular gyrus superior LH,DefaultB,DefaultA,0.5486729092557017,0.3956220282276761,0.04923680285524251
172,Superior occipital gyrus LH,VisCent,DorsAttnA,0.6216342834028403,0.2425585717011456,0.12399910886562801
173,Superior longitudinal fasciculus II posterior RH,No network found,ContA,0.182129711659583,0.8134570982182513,0.004411705265022217
174,Superior frontal gyrus anterior,DefaultB,DefaultB,0.36514109571346287,0.6065057762147614,0.02773049010174517
175,Cuneus posterior RH,VisCent,VisCent,0.39453107398405196,0.5771613087772726,0.028292585980342306
176,Superior parts of central and postcentral sulci ,SomMotA,SomMotA,0.4694386408142856,0.33131343138032937,0.1848701815888323
177,Calcarine sulcus mid-anterior,VisCent,VisPeri,0.5005590209789289,0.3977752584728727,0.10165985553535505
178,Middle temporal gyrus medial LH,SalVentAttnA,SalVentAttnA,0.37203505078568794,0.6078867021435486,0.02007139139858678
179,Occipital pole lateral LH,VisCent,VisCent,0.52937919778319,0.3406035937539081,0.10971078223086052
180,Fusiform gyrus anterior RH,VisCent,VisCent,0.5502337501721667,0.4216813037609841,0.02808602442351314
181,Cerebrospinal fluid (between superior parietal lobule and skull RH),SomMotA,DorsAttnB,0.34161918827555987,0.07199905628012755,0.15962381000141315
182,Cerebrospinal fluid (between superior frontal gyrus and skull),DefaultB,DefaultB,0.44165006150441233,0.011121630969258061,0.17026894112198407
183,Planum temporale,SomMotA,SomMotB,0.404318738091977,0.5812936771411253,0.014397546946702235
184,Subcentral gyrus RH,SomMotA,SomMotB,0.6158960116032324,0.11682124713018716,0.11689632524658759
185,Superior frontal sulcus anterior LH,SalVentAttnA,SalVentAttnB,0.6374352970166403,0.25890513465687337,0.08247774046665367
186,Anterior cingulate cortex,DefaultB,DefaultA,0.7400546648844205,0.109201071989591,0.15074449921544905
187,Inferior occipital gyrus,VisCent,VisCent,0.7751459890495648,0.13078307501865777,0.08013021137357917
188,Cerebrospinal fluid (between superior frontal gyrus lateral RH and skull),DefaultB,DefaultA,0.46393848841197455,0.020683331043292938,0.12153255484725073
189,Arcuate fasciculus postero-superior,SalVentAttnA,SalVentAttnA,0.42486373115895143,0.5446555488310153,0.030483019792244385
190,Superior frontal sulcus anterior LH,SalVentAttnA,SalVentAttnB,0.6027364717115445,0.32244387827892873,0.07192614535303121
191,Cingulum middle,SalVentAttnA,SalVentAttnA,0.20112798594144457,0.7976230973461811,0.0012660234612718593
192,Frontal pole medial,DefaultB,DefaultA,0.6048739626175021,0.21688986347637843,0.148100323545373
193,Supramarginal gyrus inferior LH,SalVentAttnA,SalVentAttnA,0.66223368618659,0.16627925477259137,0.10420101655514016
194,Cerebrospinal fluid (between superior cerebellum and limbic lobe),VisCent,VisPeri,0.3115483037085205,0.03464143430633843,0.6538211662308339
195,Occipital pole,VisCent,VisCent,0.5193139307563319,0.3653770437265938,0.083103455287377
196,Angular gyrus anterior LH,SalVentAttnA,SalVentAttnA,0.6087503172556811,0.31387636863771534,0.07431790677302526
197,Corpus callosum genu,DefaultB,DefaultA,0.3864127928277433,0.5841814971978468,0.02942296510136816
198,Cerebellum VI antero-inferior LH,No network found,No network found,0.6251853482507006,0.27520141792434877,0.08135196829269639
199,Precentral gyrus superior RH,SomMotA,SomMotA,0.473325316247799,0.45573872390564896,0.06710639100128163
200,Occipital pole superior,VisCent,VisCent,0.5347427189718479,0.2510474000254256,0.1433967921408512
201,Precentral sulcus mid-superior LH,DorsAttnB,DorsAttnB,0.5604233485481728,0.3982302948931622,0.041246957972410396
202,Superior occipito-frontal fasciculus middle,No network found,No network found,0.3773399263156683,0.4507462355050701,0.17191902175463353
203,Middle frontal gyrus mid-posterior RH,ContA,ContB,0.5911830599985693,0.3125748725887122,0.07481564191235138
204,Pons,No network found,No network found,0.5056292228550565,0.4943020876096252,5.690980042412399e-05
205,Middle frontal gyrus anterior lateral RH,ContA,SalVentAttnB,0.6302233170219634,0.3128230690216026,0.04839119537416997
206,Postcentral sulcus superior RH,DorsAttnB,DorsAttnB,0.5450279756960159,0.37218216278951594,0.08265142836379724
207,Superior temporal sulcus posterior RH,SalVentAttnA,TempPar,0.6747582267616502,0.2719880413873295,0.053133515839449794
208,Corpus callosum genu superior,No network found,No network found,0.1944839866763206,0.48084920596645364,0.3246684852220884
209,Fourth ventricle,No network found,No network found,0.47975307457033856,0.1705656979407511,0.34968442430444846
210,Calcarine sulcus middle,No network found,No network found,0.15648983208083284,0.8023215398930592,0.041188730653753135
211,Postcentral sulcus superior LH,SomMotA,SomMotA,0.4585104086903289,0.46526624255121257,0.07605174476686337
212,Precentral gyrus superior LH,SomMotA,DorsAttnB,0.4572548763096486,0.48148992213757513,0.058400840851260814
213,Precentral sulcus mid-superior RH,DorsAttnB,DorsAttnB,0.5059705981931514,0.45588061194568,0.03617589392075248
214,Intraparietal sulcus anterior RH,ContA,ContA,0.6208496348929627,0.1782719754020551,0.18372151537335257
215,Superior temporal gyrus medial anterior RH,SalVentAttnA,SalVentAttnA,0.5425850277748507,0.40883446189511413,0.04857528802155422
216,Precuneus postero-inferior RH,DefaultB,ContC,0.5382074601383567,0.4203054478127258,0.04149217607809819
217,Parieto-occipital sulcus postero-superior ,VisCent,VisPeri,0.6007228297404411,0.18818964227903934,0.19796383234993753
218,Cerebellum III inferior,No network found,No network found,0.7816185456976645,0.1769885105684167,0.041388109216236466
219,Superior parietal lobule medial RH,DorsAttnB,DorsAttnA,0.4238261722286997,0.5031082151464983,0.068983569920761
220,Anterior cingulate cortex superior,SalVentAttnA,SalVentAttnB,0.7771424270119202,0.04097685727182956,0.1818736455478629
221,Inferior frontal sulcus posterior LH,ContA,ContA,0.5733456404050282,0.3585782829865046,0.0667086077117826
222,Inferior longitudinal fasciculus,No network found,No network found,0.03569578168558764,0.9614989497572739,0.0027894333749159993
223,Cingulate sulcus middle,SalVentAttnA,SalVentAttnB,0.7251524661756047,0.12776997523262268,0.14708169704112709
224,Subthalamic nuclei,No network found,No network found,0.3331504411069353,0.6481275708604438,0.018712905097513267
225,Caudate ventral,No network found,No network found,0.6244291164566721,0.10459520938947105,0.27098885648008175
226,Parietal operculum posterior RH,SomMotA,SomMotB,0.754621263598049,0.1294523416850971,0.11593649997165267
227,Collateral sulcus posterior RH,VisCent,VisCent,0.338968214996026,0.6517093857736305,0.009329779734418368
228,Cuneus postero-superior,VisCent,VisPeri,0.567487770492458,0.16275686544012222,0.16552664696280994
229,Paracentral sulcus,SomMotA,SomMotA,0.25240488384037224,0.7381752511294067,0.009388092770212695
230,Middle temporal gyrus middle LH,DefaultB,DefaultB,0.6251509879180603,0.34356642544908994,0.029371857953015022
231,Inferior temporal sulcus posterior LH,DorsAttnB,DorsAttnA,0.6375129461235545,0.3322999888483375,0.03015577736575779
232,Occipital pole lateral RH,VisCent,VisCent,0.58062768326018,0.3799160114909267,0.037452931914393174
233,Medulla oblongata,No network found,No network found,0.5255079116507926,0.39875324168464754,0.04388777762428958
234,Cerebellum Crus II posterior,No network found,No network found,0.8254464410278602,0.1423499481245001,0.028856383922989292
235,Superior temporal sulcus middle-superior RH,SomMotA,TempPar,0.6405392159108614,0.3065274284787519,0.05275416808600679
236,Anterior limb of internal capsule,No network found,No network found,0.7530617038526817,0.24006875469913946,0.006867610146880087
237,Middle temporal gyrus mid-posterior RH,SalVentAttnA,TempPar,0.7669235078198302,0.14486319479507173,0.07933854384969176
238,Lateral occipital cortex superior LH,DorsAttnB,DefaultC,0.5831926844577698,0.17688710618416198,0.1469199574904713
239,Pars triangularis RH,ContA,DefaultB,0.5979221211593566,0.15374362471465408,0.10841850202470152
240,Cuneus superior ,VisCent,VisPeri,0.6339009617342602,0.23650154010829308,0.12777017933948306
241,Superior parietal lobule postero-inferior posterior,DorsAttnB,ContC,0.4415893931215388,0.48434649688751213,0.07331961209138112
242,Superior parietal sulcus LH,DorsAttnB,DorsAttnA,0.46600860058646454,0.4440140646437659,0.0851460917653678
243,Middle temporal gyrus posterior LH,DorsAttnB,DorsAttnB,0.6812859245872241,0.09588709225945756,0.14939974888280547
244,Precuneus antero-inferior,SalVentAttnA,ContC,0.6019033914877849,0.33930396048074146,0.058801455647195265
245,Cerebrospinal fluid (between middle frontal gyrus and skull RH),ContA,ContB,0.5244808188149747,0.05368310743005281,0.14913281573029302
246,Superior occipital sulcus middle RH,DorsAttnB,ContA,0.534883963450991,0.38616853531815654,0.07457775237522633
247,Supramarginal gyrus anterior RH,DorsAttnB,DorsAttnB,0.6445110800897706,0.22275577323363727,0.10989707715419698
248,Posterior cingulate cortex inferior,DefaultB,DefaultA,0.7607198801464875,0.07385335390660648,0.16543098844767432
249,Lateral fissure anterior LH,SalVentAttnA,SalVentAttnB,0.7687938252059046,0.03537438340775475,0.1923691476752434
250,Retrosplenial cortex superior,DefaultB,DefaultC,0.5200557932312183,0.2375435104092593,0.24238510844974404
251,Middle frontal gyrus mid-posterior LH,DefaultB,DefaultB,0.564606543418618,0.3598614991747918,0.06266322055762856
252,Superior temporal gyrus superior RH,SomMotA,SomMotB,0.6907536463135134,0.23833710304446692,0.05736753392587941
253,Precuneus middle,DefaultB,ContC,0.6938986638667808,0.10179013768024585,0.20430263512276053
