,dimension,component,identified,overlap_against,label
60,128,3,84,256,Superior occipital sulcus inferior
61,128,3,31,256,Superior occipital sulcus RH
62,128,3,234,256,Superior occipital sulcus LH
63,128,3,97,256,Superior occipital gyrus RH
64,128,3,194,256,Lateral occipital cortex
65,128,3,172,512,Superior occipital gyrus LH
66,128,3,347,512,Superior occipital gyrus inferior RH
67,128,3,150,512,Occipital pole superior LH
68,128,3,278,512,Middle occipital sulcus LH
69,128,3,62,512,Cuneus middle posterior RH
70,128,3,338,1024,Superior occipital sulcus posterior LH
71,128,3,297,1024,Descending occipital gyrus superior LH
72,128,3,777,1024,Superior occipital sulcus inferior RH
73,128,3,611,1024,Lunate sulcus superior LH
74,128,3,1005,1024,Lunate sulcus superior RH
75,128,4,58,64,Middle frontal gyrus anterior
76,128,4,52,64,Inferior frontal gyrus
77,128,4,49,64,Inferior frontal sulcus
78,128,4,6,64,Insula antero-superior
79,128,4,26,64,Cingulate gyrus mid-anterior
80,128,4,14,128,Lateral frontal pole
81,128,4,53,128,Inferior frontal sulcus RH
82,128,4,93,128,Cerebrospinal fluid (between middle frontal gyrus and skull)
83,128,4,2,128,Middle frontal gyrus anterior
84,128,4,79,128,Pars triangularis
85,128,4,144,256,Inferior frontal sulcus anterior RH
86,128,4,202,256,Cerebrospinal fluid (between middle frontal gyrus and skull RH)
87,128,4,236,256,Pars orbitalis RH
88,128,4,104,256,Frontal pole inferior
89,128,4,2,256,Middle frontal gyrus anterior RH
90,128,4,371,512,Inferior frontal sulcus anterior RH
91,128,4,10,512,Frontal pole inferior RH
92,128,4,205,512,Middle frontal gyrus anterior lateral RH
93,128,4,366,512,Inferior frontal gyrus anterior RH
94,128,4,33,512,Pars orbitalis RH
95,128,4,568,1024,Orbital cortex lateral RH
96,128,4,17,1024,Frontal pole lateral RH
97,128,4,135,1024,Inferior frontal gyrus anterior RH
98,128,4,66,1024,Middle frontal gyrus mid-anterior RH
99,128,4,282,1024,Cerebrospinal fluid (between frontal pole and skull RH)
100,128,5,12,64,Paracentral gyrus RH
101,128,5,33,64,Superior parietal lobule anterior
102,128,5,44,64,Paracentral lobule superior
103,128,5,50,64,Postcentral gyrus LH
104,128,5,10,64,Superior parts of Postcentral and Precentral gyri
105,128,5,38,128,Superior precentral and postcentral sulci posterior
106,128,5,18,128,Postcentral gyrus RH
107,128,5,60,128,Paracentral lobule
108,128,5,43,128,Postcentral gyrus superior LH
109,128,5,74,128,Postcentral sulcus superior
110,128,5,115,256,Superior parts of central and postcentral sulci LH
111,128,5,87,256,Central and postcentral sulci mid-superior
112,128,5,137,256,Paracentral lobule posterior
113,128,5,243,256,Postcentral sulcus middle RH
114,128,5,44,256,Precentral sulcus medial
115,128,5,414,512,Superior parts of central and postcentral sulci RH
116,128,5,297,512,Postcentral sulcus superior
117,128,5,412,512,Superior parts of central and postcentral sulci LH
118,128,5,502,512,Central sulcus mid-superior 
119,128,5,410,512,Callosomarginal sulcus superior
120,128,5,847,1024,Postcentral gyrus superior RH
121,128,5,736,1024,Central sulcus superior LH
122,128,5,767,1024,Superior parts of central and postcentral gyrus
123,128,5,756,1024,Postcentral sulcus superior LH
124,128,5,965,1024,Paracentral lobule posterior LH
125,128,6,4,64,Cingulate cortex posterior
126,128,6,14,64,Cingulate gyrus mid-posterior
127,128,6,23,64,Anterior Cingulate Cortex
128,128,6,22,64,Superior fornix and isthmus
129,128,6,54,64,Precuneus anterior
130,128,6,63,128,Posterior cingulate cortex superior
131,128,6,52,128,Posterior cingulate cortex inferior
132,128,6,105,128,Cingulate sulcus posterior
133,128,6,61,128,Parieto-occipital sulcus anterior
134,128,6,95,128,Retrosplenial cortex
135,128,6,90,256,Posterior cingulate cortex middle
136,128,6,14,256,Cingulate cortex mid-posterior
137,128,6,102,256,Posterior cingulate cortex inferior
138,128,6,15,256,Posterior cingulate cortex posterior
139,128,6,188,256,Posterior cingulate cortex superior
140,128,6,336,512,Posterior cingulate cortex anterior
141,128,6,408,512,Callosal sulcus mid-posterior
142,128,6,30,512,Cingulate gyrus middle inferior
143,128,6,142,512,Posterior cingulate cortex LH
144,128,6,161,512,Cingulate gyrus mid-posterior 
145,128,6,968,1024,Callosal sulcus mid-posterior
146,128,6,546,1024,Cingulum posterior
147,128,6,838,1024,Posterior cingulate cortex antero-inferior
148,128,6,161,1024,Cingulate cortex mid-posterior
149,128,6,70,1024,Posterior cingulate cortex anterior
150,128,7,57,64,Superior parietal lobule
151,128,7,56,64,Superior occipital sulcus
152,128,7,59,64,Angular gyrus inferior
153,128,7,27,64,Superior parietal lobule posterior
154,128,7,38,64,Intraparietal sulcus LH
155,128,7,56,128,Intraparietal sulcus anterior LH
156,128,7,44,128,Angular gyrus superior
157,128,7,73,128,Superior occipital sulcus
158,128,7,77,128,Superior parietal sulcus
159,128,7,86,128,Cerebrospinal fluid (between parietal lobe and skull)
160,128,7,183,256,Intraparietal sulcus LH
161,128,7,106,256,Intraparietal sulcus posterior LH
162,128,7,166,256,Angular gyrus superior
163,128,7,27,256,Intraparietal sulcus anterior
164,128,7,124,256,Intraparietal sulcus posterior RH
165,128,7,50,512,Intraparietal sulcus superior LH
166,128,7,75,512,Superior occipital sulcus superior LH
167,128,7,171,512,Angular gyrus superior LH
168,128,7,144,512,Intraparietal sulcus middle LH
169,128,7,385,512,Intermediate primus of Jensen LH
170,128,7,353,1024,Intraparietal sulcus middle LH
171,128,7,716,1024,Intraparietal sulcus mid-posterior LH
172,128,7,298,1024,Angular gyrus superior posterior LH
173,128,7,686,1024,Intraparietal sulcus posterior LH
174,128,7,12,1024,Cerebrospinal fluid (between posterior intraparietal sulcus and skull LH)
175,128,8,53,64,Parieto-occipital sulcus anterior
176,128,8,60,64,Cuneus
177,128,8,35,64,Lingual gyrus anterior
178,128,8,31,64,Calcarine sulcus anterior
179,128,8,5,64,Parieto-occipital sulcus superior
180,128,8,61,128,Parieto-occipital sulcus anterior
181,128,8,118,128,Parieto-occipital sulcus antero-superior
182,128,8,17,128,Parieto-occipital sulcus postero-superior
183,128,8,111,128,Intracalcarine cortex
184,128,8,52,128,Posterior cingulate cortex inferior
185,128,8,151,256,Parieto-occipital sulcus anterior
186,128,8,128,256,Parieto-occipital sulcus mid-anterior
187,128,8,218,256,Precuneus inferior
188,128,8,222,256,Calcarine sulcus mid-anterior
189,128,8,24,256,Parieto-occipital sulcus middle
190,128,8,331,512,Parieto-occipital sulcus middle
191,128,8,301,512,Parieto-occipital sulcus middle inferior LH
192,128,8,123,512,Cuneus anterior RH
193,128,8,82,512,Parieto-occipital sulcus mid-anterior
194,128,8,326,512,Parieto-occipital sulcus mid-anterior RH
195,128,8,243,1024,Parieto-occipital sulcus mid-anterior LH
196,128,8,1020,1024,Parieto-occipital sulcus anterior RH
197,128,8,33,1024,Parieto-occipital sulcus middle LH
198,128,8,159,1024,Parieto-occipital sulcus middle RH
199,128,8,61,1024,Parieto-occipital sulcus posterior LH
200,128,9,58,64,Middle frontal gyrus anterior
201,128,9,51,64,Middle frontal gyrus
202,128,9,40,64,Precentral gyrus superior
203,128,9,62,64,Superior frontal gyrus
204,128,9,36,64,Angular gyrus superior
205,128,9,101,128,"Superior frontal sulcus anterior, LH"
206,128,9,106,128,Middle frontal gyrus RH
207,128,9,36,128,Superior frontal gyrus posterior
208,128,9,2,128,Middle frontal gyrus anterior
209,128,9,90,128,Superior frontal sulcus anterior
210,128,9,54,256,Superior frontal sulcus anterior RH
211,128,9,45,256,Superior frontal sulcus LH
212,128,9,67,256,Middle frontal gyrus middle RH
213,128,9,245,256,Cerebrospinal fluid (between middle frontal gyrus RH and skull)
214,128,9,1,256,Middle frontal gyrus anterior LH
215,128,9,307,512,Superior frontal sulcus middle
216,128,9,190,512,Superior frontal sulcus anterior LH
217,128,9,277,512,Superior frontal sulcus mid-posterior RH
218,128,9,149,512,Middle frontal sulcus anterior
219,128,9,4,512,Middle frontal gyrus middle RH
220,128,9,638,1024,Superior frontal gyrus mid-anterior LH
221,128,9,11,1024,Middle frontal gyrus superior RH
222,128,9,286,1024,Superior frontal sulcus mid-anterior RH
223,128,9,883,1024,Superior frontal sulcus mid-anterior LH
224,128,9,586,1024,Superior longitudinal fasciculus I anterior RH
225,128,10,23,64,Anterior Cingulate Cortex
226,128,10,39,64,Dorsomedial prefrontal cortex antero-superior
227,128,10,4,64,Cingulate cortex posterior
228,128,10,64,64,Caudate
229,128,10,6,64,Insula antero-superior
230,128,10,117,128,Ventromedial prefrontal cortex anterior
231,128,10,69,128,Anterior cingulate cortex
232,128,10,35,128,Dorsomedial prefrontal cortex antero-superior
233,128,10,26,128,Middle temporal gyrus RH
234,128,10,100,128,Subcallosal cortex
235,128,10,43,256,Ventromedial prefrontal cortex
236,128,10,244,256,Ventromedial prefrontal cortex anterior
237,128,10,131,256,Suborbital cortex medial
238,128,10,32,256,Anterior cingulate cortex middle
239,128,10,56,256,Suborbital cortex
240,128,10,77,512,Gyrus rectus
241,128,10,287,512,Ventromedial prefrontal cortex LH
242,128,10,476,512,Ventromedial prefrontal cortex posterior
243,128,10,51,512,Ventromedial prefrontal cortex
244,128,10,479,512,Ventromedial prefrontal cortex anterior
245,128,10,533,1024,Superior rostral gyrus anterior
246,128,10,973,1024,Suborbital sulcus
247,128,10,106,1024,Inferior rostral gyrus RH
248,128,10,600,1024,Gyrus rectus
249,128,10,62,1024,Ventromedial prefrontal cortex posterior 
250,128,11,9,64,Cerebellum Crus II
251,128,11,29,64,Inferior occipital gyrus
252,128,11,22,64,Superior fornix and isthmus
253,128,11,2,64,Fusiform gyrus
254,128,11,16,64,Fusiform gyrus posterior
255,128,11,28,128,Cerebellum VI superior
256,128,11,39,128,Cerebrospinal fluid (between occipital pole and cerebellum)
257,128,11,55,128,Cerebellum superior posterior fissure
258,128,11,22,128,Cerebellum Crus I anterior
259,128,11,108,128,Inferior occipital gyrus
260,128,11,91,256,Cerebellum Crus I superior
261,128,11,209,256,Cerebellum Crus I posterior LH
262,128,11,81,256,Cerebellum Crus I RH
263,128,11,112,256,Inferior occipital gyrus posterior
264,128,11,179,256,Cerebellum Crus II
265,128,11,482,512,Cerebellum Crus I superior RH
266,128,11,442,512,Cerebellum Crus I posterior LH
267,128,11,289,512,Cerebellum Crus I posterior RH
268,128,11,317,512,Cerebellum horizontal fissure medial
269,128,11,284,512,Cerebellum VI superior lateral
270,128,11,959,1024,Cerebellum Crus I posterior LH
271,128,11,690,1024,Cerebellum superior posterior fissure central
272,128,11,881,1024,Cerebellum Crus I RH
273,128,11,552,1024,Cerebellum Crus I LH
274,128,11,174,1024,Cerebellum Crus I superior RH
275,128,12,3,64,Calcarine cortex posterior
276,128,12,29,64,Inferior occipital gyrus
277,128,12,31,64,Calcarine sulcus anterior
278,128,12,35,64,Lingual gyrus anterior
279,128,12,2,64,Fusiform gyrus
280,128,12,28,128,Cerebellum VI superior
281,128,12,85,128,Calcarine cortex anterior
282,128,12,91,128,Lingual gyrus
283,128,12,39,128,Cerebrospinal fluid (between occipital pole and cerebellum)
284,128,12,41,128,Fusiform gyrus anterior
285,128,12,193,256,Lingual gyrus lateral
286,128,12,78,256,Lingual gyrus mid-posterior
287,128,12,155,256,Fusiform gyrus LH
288,128,12,195,256,Lingual gyrus medial
289,128,12,203,256,Fusiform gyrus RH
290,128,12,495,512,Lingual gyrus middle RH
291,128,12,265,512,Fusiform gyrus posterior RH
292,128,12,364,512,Lingual gyrus inferior
293,128,12,451,512,Fusiform gyrus middle RH
294,128,12,52,512,Lingual gyrus posterior
295,128,12,780,1024,Lingual gyrus middle
296,128,12,589,1024,Lingual gyrus inferior LH
297,128,12,343,1024,Lingual gyrus posterior inferior RH
298,128,12,117,1024,Lingual gyrus mid-posterior RH
299,128,12,665,1024,Lingual gyrus posterior LH
300,128,13,42,64,Lateral occipital cortex
301,128,13,56,64,Superior occipital sulcus
302,128,13,13,64,Superior occipital gyrus
303,128,13,54,64,Precuneus anterior
304,128,13,57,64,Superior parietal lobule
305,128,13,3,128,Superior occipital gyrus
306,128,13,88,128,Lunate sulcus
307,128,13,25,128,Lateral occipital cortex inferior
308,128,13,73,128,Superior occipital sulcus
309,128,13,103,128,Occipital pole superior
310,128,13,194,256,Lateral occipital cortex
311,128,13,97,256,Superior occipital gyrus RH
312,128,13,8,256,Lateral occipital cortex LH
313,128,13,84,256,Superior occipital sulcus inferior
314,128,13,120,256,Lateral occipital cortex superior
315,128,13,431,512,Superior occipital gyrus RH
316,128,13,347,512,Superior occipital gyrus inferior RH
317,128,13,315,512,Lateral occipital cortex superior RH
318,128,13,134,512,Lateral occipital cortex posterior LH
319,128,13,2,512,Superior occipital gyrus 
320,128,13,360,1024,Lateral occipital sulcus posterior RH
321,128,13,763,1024,Lateral occipital cortex middle RH
322,128,13,905,1024,Lateral occipital sulcus mid-posterior RH
323,128,13,608,1024,Lateral occipital cortex posterior LH
324,128,13,468,1024,Lateral occipital cortex postero-inferior RH
325,128,14,52,64,Inferior frontal gyrus
326,128,14,51,64,Middle frontal gyrus
327,128,14,39,64,Dorsomedial prefrontal cortex antero-superior
328,128,14,23,64,Anterior Cingulate Cortex
329,128,14,30,64,Superior rostral gyrus
330,128,14,4,128,Frontal pole lateral RH
331,128,14,93,128,Cerebrospinal fluid (between middle frontal gyrus and skull)
332,128,14,2,128,Middle frontal gyrus anterior
333,128,14,90,128,Superior frontal sulcus anterior
334,128,14,32,128,"Inferior frontal gyrus anterior, LH"
335,128,14,214,256,Middle frontal gyrus anterior
336,128,14,79,256,Frontal pole lateral RH
337,128,14,2,256,Middle frontal gyrus anterior RH
338,128,14,104,256,Frontal pole inferior
339,128,14,92,256,Frontomarginal gyrus
340,128,14,368,512,Frontomarginal gyrus LH
341,128,14,32,512,Superior frontal sulcus anterior RH
342,128,14,185,512,Middle frontal sulcus anterior LH
343,128,14,397,512,Middle frontal gyrus anterior lateral LH
344,128,14,10,512,Frontal pole inferior RH
345,128,14,730,1024,Middle frontal gyrus anterior RH
346,128,14,994,1024,Middle frontal sulcus anterior LH
347,128,14,642,1024,Frontal pole lateral LH
348,128,14,195,1024,Frontomarginal gyrus RH
349,128,14,834,1024,Middle frontal sulcus mid-anterior LH
350,128,15,63,64,Central sulcus
351,128,15,45,64,Heschl’s gyrus
352,128,15,37,64,Supramarginal gyrus
353,128,15,19,64,Planum polare
354,128,15,8,64,Planum temporale
355,128,15,62,128,Central sulcus
356,128,15,109,128,Central operculum cortex
357,128,15,49,128,Insula center and lateral fissure
358,128,15,23,128,Superior temporal gyrus middle
359,128,15,84,128,Precentral gyrus superior
360,128,15,48,256,Frontal operculum RH
361,128,15,191,256,Central opercular cortex
362,128,15,251,256,Supramarginal gyrus anterior LH
363,128,15,239,256,Precentral gyrus middle
364,128,15,47,256,Supramarginal gyrus anterior RH
365,128,15,269,512,Precentral gyrus inferior LH
366,128,15,184,512,Subcentral gyrus RH
367,128,15,132,512,Postcentral gyrus mid-inferior
368,128,15,437,512,Central sulcus inferior
369,128,15,459,512,Central sulcus LH
370,128,15,709,1024,Precentral gyrus inferior LH
371,128,15,202,1024,Subcentral gyrus LH
372,128,15,510,1024,Central sulcus mid-inferior RH
373,128,15,180,1024,Cerebrospinal fluid (between precentral gyrus and skull RH)
374,128,15,309,1024,Precentral gyrus inferior
375,128,16,54,64,Precuneus anterior
376,128,16,43,64,Callosomarginal sulcus
377,128,16,33,64,Superior parietal lobule anterior
378,128,16,44,64,Paracentral lobule superior
379,128,16,57,64,Superior parietal lobule
380,128,16,92,128,Precuneus anterior
381,128,16,121,128,Precuneus posterior
382,128,16,66,128,Cerebrospinal fluid (between Parieto-occipital sulcus and skull)
383,128,16,86,128,Cerebrospinal fluid (between parietal lobe and skull)
384,128,16,89,128,Superior parietal lobule anterior
385,128,16,18,256,Cerebrospinal fluid (between precuneus and skull)
386,128,16,256,256,Precuneus superior
387,128,16,65,256,Precuneus anterior
388,128,16,208,256,Superior parietal lobule middle
389,128,16,137,256,Paracentral lobule posterior
390,128,16,92,512,Cererbrospinal fluid (between callosomarginal sulcus and skull LH)
391,128,16,436,512,Precuneus antero-superior
392,128,16,398,512,Cerebrospinal fluid (between callosomarginal sulcus and skull RH)
393,128,16,413,512,Precuneus RH
394,128,16,131,512,Precuneus mid-superior LH
395,128,16,748,1024,Precuneus interhemispheric fissure
396,128,16,703,1024,Precuneus superior
397,128,16,336,1024,Precuneus superior RH
398,128,16,961,1024,Interhemispheric fissure parietal
399,128,16,329,1024,Superior parietal lobule superior
400,128,17,5,64,Parieto-occipital sulcus superior
401,128,17,13,64,Superior occipital gyrus
402,128,17,18,64,Precuneus superior
403,128,17,56,64,Superior occipital sulcus
404,128,17,27,64,Superior parietal lobule posterior
405,128,17,118,128,Parieto-occipital sulcus antero-superior
406,128,17,78,128,Cuneus superior
407,128,17,8,128,Parieto-occipital sulcus central
408,128,17,66,128,Cerebrospinal fluid (between Parieto-occipital sulcus and skull)
409,128,17,50,128,Superior parietal lobule posterior
410,128,17,216,256,Parieto-occipital sulcus posterior
411,128,17,6,256,Cuneus anterior
412,128,17,184,256,Cuneus superior
413,128,17,24,256,Parieto-occipital sulcus middle
414,128,17,153,256,Cerebrospinal fluid (between parieto-occipital sulcus and skull)
415,128,17,217,512,Parieto-occipital sulcus postero-superior 
416,128,17,87,512,Parieto-occipital sulcus posterior lateral
417,128,17,301,512,Parieto-occipital sulcus middle inferior LH
418,128,17,123,512,Cuneus anterior RH
419,128,17,362,512,Precuneus posterior 
420,128,17,904,1024,Parieto-occipital sulcus posterior RH
421,128,17,914,1024,Cuneus antero-superior RH
422,128,17,434,1024,Parieto-occipital sulcus mid-superior
423,128,17,296,1024,Parieto-occipital sulcus superior
424,128,17,368,1024,Superior occipital gyrus superior LH
425,128,18,63,64,Central sulcus
426,128,18,33,64,Superior parietal lobule anterior
427,128,18,10,64,Superior parts of Postcentral and Precentral gyri
428,128,18,28,64,Paracentral lobule
429,128,18,40,64,Precentral gyrus superior
430,128,18,20,128,Cerebrospinal fluid (superior of Central sulcus)
431,128,18,84,128,Precentral gyrus superior
432,128,18,5,128,Superior precentral and postcentral sulci anterior
433,128,18,74,128,Postcentral sulcus superior
434,128,18,125,128,Postcentral gyrus middle
435,128,18,243,256,Postcentral sulcus middle RH
436,128,18,150,256,Cerebrospinal fluid (between precentral gyrus and skull)
437,128,18,46,256,Postcentral sulcus superior RH
438,128,18,99,256,Precentral sulcus superior
439,128,18,100,256,Central sulcus middle
440,128,18,273,512,Central sulcus mid-superior RH
441,128,18,414,512,Superior parts of central and postcentral sulci RH
442,128,18,465,512,Cerebrospinal fluid (between postcentral sulcus and skull RH)
443,128,18,73,512,Postcentral sulcus RH
444,128,18,318,512,Superior parietal sulcus RH
445,128,18,609,1024,Central sulcus middle posterior RH
446,128,18,727,1024,Central sulcus middle medial RH
447,128,18,868,1024,Middle parts of postcentral gyrus and precentral gyrus RH
448,128,18,986,1024,Superior parts of central and precentral sulci RH
449,128,18,14,1024,Precentral gyrus middle
450,128,19,17,64,Superior frontal gyrus medial
451,128,19,23,64,Anterior Cingulate Cortex
452,128,19,34,64,Precentral gyrus medial
453,128,19,62,64,Superior frontal gyrus
454,128,19,51,64,Middle frontal gyrus
455,128,19,40,128,Paracingulate gyrus middle
456,128,19,102,128,Paracingulate gyrus postero-inferior
457,128,19,69,128,Anterior cingulate cortex
458,128,19,105,128,Cingulate sulcus posterior
459,128,19,119,128,Paracingulate gyrus postero-superior
460,128,19,40,256,Paracingulate gyrus posterior
461,128,19,121,256,Dorsomedial prefrontal cortex
462,128,19,17,256,Medial frontal cortex posterior
463,128,19,116,256,Superior frontal gyrus medial mid-posterior
464,128,19,176,256,Anterior cingulate cortex superior
465,128,19,220,512,Anterior cingulate cortex superior
466,128,19,474,512,Cingulate sulcus mid-posterior 
467,128,19,90,512,Cingulate gyrus middle superior
468,128,19,355,512,Paracingulate sulcus posterior
469,128,19,327,512,Cingulate sulcus mid-anterior RH
470,128,19,869,1024,Paracingulate gyrus middle
471,128,19,156,1024,Cingulate sulcus mid-anterior LH
472,128,19,602,1024,Cingulate mid-anterior
473,128,19,36,1024,Cingulate cortex mid-anterior LH
474,128,19,263,1024,Cingulate middle posterior RH
475,128,20,44,64,Paracentral lobule superior
476,128,20,12,64,Paracentral gyrus RH
477,128,20,63,64,Central sulcus
478,128,20,50,64,Postcentral gyrus LH
479,128,20,40,64,Precentral gyrus superior
480,128,20,18,128,Postcentral gyrus RH
481,128,20,43,128,Postcentral gyrus superior LH
482,128,20,125,128,Postcentral gyrus middle
483,128,20,51,128,Cerebrospinal fluid (between superior part of superior frontal gyrus and skull)
484,128,20,70,128,Cerebrospinal fluid (between central sulcus and skull)
485,128,20,246,256,Cerebrospinal fluid (between precentral and postcentral gyri LH and skull)
486,128,20,3,256,Cerebrospinal fluid (between superior parietal lobule and skull)
487,128,20,180,256,Cerebrospinal fluid (between precentral gyrus superior and skull)
488,128,20,142,256,Central and postcentral sulci superior
489,128,20,99,256,Precentral sulcus superior
490,128,20,65,512,Precentral gyrus mid-superior 
491,128,20,181,512,Cerebrospinal fluid (between superior parietal lobule and skull RH)
492,128,20,380,512,Cerebrospinal fluid (between central sulcus and skull LH)
493,128,20,382,512,Cerebrospinal fluid (between central sulcus and skull RH)
494,128,20,275,512,Cerebrospinal fluid (between superior frontal gyrus superior and skull)
495,128,20,797,1024,Precentral gyrus superior and superior frontal gyrus RH
496,128,20,601,1024,Cerebrospinal fluid (between postcentral gyrus RH and skull)
497,128,20,868,1024,Middle parts of postcentral gyrus and precentral gyrus RH
498,128,20,151,1024,Cerebrospinal fluid (between Precentral gyrus and skull LH)
499,128,20,661,1024,Cerebrospinal fluid (between precentral gyrus superior and skull RH)
500,128,21,32,64,Intraparietal sulcus
501,128,21,57,64,Superior parietal lobule
502,128,21,48,64,Intraparietal sulcus RH
503,128,21,51,64,Middle frontal gyrus
504,128,21,59,64,Angular gyrus inferior
505,128,21,46,128,Intraparietal sulcus RH
506,128,21,81,128,Intraparietal sulcus anterior RH
507,128,21,24,128,Angular gyrus posterior
508,128,21,29,128,Angular gyrus anterior RH
509,128,21,86,128,Cerebrospinal fluid (between parietal lobe and skull)
510,128,21,109,256,Angular gyrus RH
511,128,21,118,256,Intraparietal sulcus inferior RH
512,128,21,166,256,Angular gyrus superior
513,128,21,146,256,Intermediate primus of Jensen RH
514,128,21,124,256,Intraparietal sulcus posterior RH
515,128,21,444,512,Cerebrospinal fluid (between intraparietal sulcus and skull RH)
516,128,21,135,512,Angular gyrus mid-posterior RH
517,128,21,246,512,Superior occipital sulcus middle RH
518,128,21,418,512,Angular gyrus posterior RH
519,128,21,384,512,Superior occipital sulcus superior RH
520,128,21,446,1024,Angular gyrus postero-superior RH
521,128,21,294,1024,Angular gyrus posterior superior RH
522,128,21,470,1024,Intraparietal sulcus middle RH
523,128,21,101,1024,Lateral occipital cortex superior RH
524,128,21,738,1024,Angular gyrus posterior RH
525,128,22,11,64,Transverse sinus
526,128,22,2,64,Fusiform gyrus
527,128,22,21,64,Cerebellum I-V
528,128,22,16,64,Fusiform gyrus posterior
529,128,22,29,64,Inferior occipital gyrus
530,128,22,113,128,Cerebellum VI
531,128,22,55,128,Cerebellum superior posterior fissure
532,128,22,28,128,Cerebellum VI superior
533,128,22,11,128,Cerebellum Crus I posterior
534,128,22,27,128,Cerebellum VI anterior
535,128,22,233,256,Cerebellum VI anterior
536,128,22,147,256,Cerebellum Crus I lateral RH
537,128,22,161,256,Cerebellum VI superior LH
538,128,22,81,256,Cerebellum Crus I RH
539,128,22,91,256,Cerebellum Crus I superior
540,128,22,257,512,Cerebellum VI antero-superior LH
541,128,22,450,512,Cerebellum superior posterior fissure LH
542,128,22,14,512,Cerebellum VI RH
543,128,22,16,512,Cerebellum Crus I anterior RH
544,128,22,375,512,Cerebellum VI lateral RH
545,128,22,836,1024,Cerebellum Crus I
546,128,22,252,1024,Cerebellum Crus I LH
547,128,22,347,1024,Cerebellum Crus I RH
548,128,22,825,1024,Cerebellum Crus I anterior LH
549,128,22,120,1024,Cerebellum Crus I lateral LH
550,128,23,19,64,Planum polare
551,128,23,45,64,Heschl’s gyrus
552,128,23,26,64,Cingulate gyrus mid-anterior
553,128,23,37,64,Supramarginal gyrus
554,128,23,41,64,Postcentral gyrus inferior
555,128,23,68,128,Planum temporale RH
556,128,23,64,128,Lateral fissure anterior
557,128,23,54,128,Planum temporale LH
558,128,23,49,128,Insula center and lateral fissure
559,128,23,109,128,Central operculum cortex
560,128,23,26,256,Superior temporal gyrus LH
561,128,23,204,256,Planum temporale RH
562,128,23,70,256,Parietal operculum
563,128,23,20,256,Frontal operculum LH
564,128,23,86,256,Heschl’s gyrus
565,128,23,508,512,Superior temporal gyrus superior LH
566,128,23,252,512,Superior temporal gyrus superior RH
