,dimension,component,identified,overlap_against,label
113,512,5,112,256,Fusiform gyrus posterior
114,512,5,25,256,"Occipital pole, inferior"
115,512,5,195,512,Occipital pole
116,512,5,419,512,Calcarine sulcus posterior medial
117,512,5,286,512,Occipital pole inferior
118,512,5,281,512,Inferior occipital sulcus
119,512,5,363,512,Inferior occipital gyrus posterior LH
120,512,5,401,1024,Descending occipital gyrus inferior LH
121,512,5,330,1024,Occipital pole inferior medial LH
122,512,5,839,1024,Retrocalcarine cortex LH
123,512,5,742,1024,Retrocalcarine sulcus LH
124,512,5,665,1024,Lingual gyrus posterior LH
125,512,6,45,64,Heschl’s gyrus
126,512,6,8,64,Planum temporale
127,512,6,43,64,Callosomarginal sulcus
128,512,6,19,64,Planum polare
129,512,6,48,64,Intraparietal sulcus RH
130,512,6,109,128,Central operculum cortex
131,512,6,29,128,"Angular gyrus anterior, RH"
132,512,6,68,128,Planum temporale RH
133,512,6,37,128,"Supramarginal gyrus, LH"
134,512,6,112,128,Postcentral sulcus RH
135,512,6,70,256,Parietal operculum
136,512,6,255,256,Parietal operculum RH
137,512,6,47,256,"Supramarginal gyrus anterior, RH"
138,512,6,38,256,"Supramarginal gyrus, RH"
139,512,6,253,256,Superior temporal sulcus posterior RH
140,512,6,387,512,Supramarginal gyrus inferior RH
141,512,6,226,512,Parietal operculum posterior RH
142,512,6,99,512,Angular gyrus anterior RH
143,512,6,247,512,Supramarginal gyrus anterior RH
144,512,6,263,512,Central operculum posterior RH
145,512,6,809,1024,Lateral fissure posterior limb superior RH
146,512,6,940,1024,Supramarginal gyrus anterior RH
147,512,6,623,1024,Supramarginal gyrus RH
148,512,6,507,1024,Supramarginal gyrus postero-inferior RH
149,512,6,557,1024,Lateral fissure posterior limb inferior RH
150,512,7,56,64,Superior occipital sulcus
151,512,7,54,64,Precuneus superior
152,512,7,32,64,Intraparietal sulcus
153,512,7,57,64,Superior parietal lobule
154,512,7,18,64,Precuneus superior
155,512,7,77,128,Superior parietal sulcus
156,512,7,73,128,Superior occipital sulcus
157,512,7,121,128,"Precuneus, posterior"
158,512,7,92,128,Precuneus anterior
159,512,7,118,128,Parieto-occipital sulcus antero-superior
160,512,7,215,256,Superior parietal lobule
161,512,7,19,256,Superior parietal lobule
162,512,7,208,256,Superior parietal lobule superior
163,512,7,247,256,"Superior longitudinal fasciculus I posterior, RH"
164,512,7,234,256,Superior occipital sulcus LH
165,512,7,75,512,Superior occipital sulcus superior LH
166,512,7,276,512,Superior parietal lobule postero-superior LH
167,512,7,241,512,Superior parietal lobule postero-inferior posterior
168,512,7,144,512,Intraparietal sulcus middle LH
169,512,7,1,512,Superior occipital sulcus inferior LH
170,512,7,995,1024,Superior occipital sulcus LH
171,512,7,998,1024,Superior parietal lobule posterior LH
172,512,7,189,1024,Superior parietal lobule mid-posterior LH
173,512,7,686,1024,Intraparietal sulcus posterior LH
174,512,7,810,1024,Superior parietal lobule postero-superior LH
175,512,8,61,64,Middle temporal gyrus
176,512,8,42,64,Lateral occipital cortex
177,512,8,59,64,Angular gyrus
178,512,8,8,64,Planum temporale
179,512,8,37,64,Supramarginal gyrus
180,512,8,80,128,Superior temporal sulcus LH
181,512,8,110,128,"Inferior parietal lobule, LH"
182,512,8,37,128,"Supramarginal gyrus, LH"
183,512,8,54,128,Planum temporale LH
184,512,8,25,128,"Lateral occipital cortex, inferior"
185,512,8,127,256,"Angular gyrus posterior, LH"
186,512,8,93,256,Optic radiation LH
187,512,8,227,256,Parietal operculum LH
188,512,8,160,256,Superior temporal sulcus posterior LH
189,512,8,108,256,Middle temporal gyrus posterior
190,512,8,509,512,Middle temporal gyrus mid-posterior LH
191,512,8,411,512,Angular gyrus antero-inferior LH
192,512,8,357,512,Angular sulcus superior LH
193,512,8,138,512,Superior temporal sulcus posterior LH
194,512,8,351,512,Superior temporal sulcus mid-posterior LH
195,512,8,314,1024,Superior temporal sulcus posterior LH
196,512,8,249,1024,Angular sulcus mid-anterior LH
197,512,8,713,1024,Superior temporal sulcus postero-superior LH
198,512,8,972,1024,Middle temporal gyrus posterior superior LH
199,512,8,852,1024,Angular gyrus antero-inferior LH
200,512,9,31,64,Calcarine sulcus anterior
201,512,9,55,64,Lingual gyrus
202,512,9,53,64,Parieto occipital sulcus anterior
203,512,9,2,64,Fusiform gyrus
204,512,9,22,64,Superior fornix and isthmus
205,512,9,91,128,Lingual gyrus
206,512,9,85,128,"Calcarine cortex, anterior"
207,512,9,41,128,Anterior fusiform gyrus
208,512,9,61,128,Parieto-occipital sulcus anterior
209,512,9,12,128,Lingual gyrus posterior
210,512,9,213,256,Lingual gyrus anterior
211,512,9,222,256,Calcarine sulcus anterior
212,512,9,62,256,"Lingual gyrus, middle"
213,512,9,49,256,"Lingual gyrus, anterior"
214,512,9,85,256,Calcarine sulcus
215,512,9,177,512,Calcarine sulcus mid-anterior
216,512,9,288,512,Calcarine sulcus anterior
217,512,9,319,512,Calcarine cortex anterior 
218,512,9,448,512,Lingual gyrus mid-anterior LH
219,512,9,427,512,Lingual gyrus anterior
220,512,9,913,1024,Lingual gyrus anterior
221,512,9,445,1024,Parieto-occipital sulcus inferior LH
222,512,9,754,1024,Lingual gyrus anterior LH
223,512,9,362,1024,Lingual gyrus middle LH
224,512,9,908,1024,Optic radiation posterior LH
225,512,10,58,64,Middle frontal gyrus anterior
226,512,10,30,64,Superior rostral gyrus
227,512,10,39,64,Dorsomedial Prefrontal cortex antero-caudal
228,512,10,6,64,Antero-superior insula
229,512,10,49,64,Inferior frontal sulcus
230,512,10,14,128,Lateral frontal pole
231,512,10,117,128,"Ventromedial prefrontal cortex, anterior"
232,512,10,93,128,Cerebrospinal fluid (between middle frontal gyrus and skull)
233,512,10,90,128,"Superior frontal sulcus, anterior"
234,512,10,30,128,Cerebrospinal fluid (between anterior part of superior frontal gyrus and skull)
235,512,10,104,256,Frontal pole
236,512,10,92,256,Frontomarginal gyrus
237,512,10,61,256,Frontal pole
238,512,10,214,256,Middle frontal gyrus anterior
239,512,10,185,256,Frontal pole lateral LH
240,512,10,32,512,Superior frontal sulcus anterior RH
241,512,10,157,512,Frontal pole lateral RH
242,512,10,371,512,Inferior frontal sulcus anterior RH
243,512,10,455,512,Frontomarginal sulcus
244,512,10,445,512,Forceps minor RH
245,512,10,195,1024,Frontomarginal gyrus RH
246,512,10,656,1024,Frontal pole RH
247,512,10,272,1024,Forceps minor anterior RH
248,512,10,282,1024,Cerebrospinal fluid (between frontal pole and skull RH)
249,512,10,683,1024,Anterior orbital gyrus RH
250,512,11,22,64,Superior fornix and isthmus
251,512,11,21,64,Cerebellum I-V
252,512,11,64,64,Caudate
253,512,11,15,64,ventricles
254,512,11,35,64,Lingual gyrus anterior
255,512,11,115,128,Cerebellum IV and middle cerebellar peduncle
256,512,11,82,128,Cerebellum IV and V
257,512,11,95,128,Retrosplenial cortex
258,512,11,57,128,Hippocampal fissure
259,512,11,71,128,Thalamus
260,512,11,130,256,"Pons, superior"
261,512,11,96,256,Cerebellum IV
262,512,11,228,256,Thalamus
263,512,11,41,256,Thalamus
264,512,11,132,256,"Insula, ventral anterior"
265,512,11,335,512,Thalamus anterior 
266,512,11,285,512,Cerebral peduncles
267,512,11,259,512,Cerebellum III superior
268,512,11,298,512,Thalamus middle 
269,512,11,484,512,Midbrain inferior
270,512,11,262,1024,Midbrain superior
271,512,11,746,1024,Midbrain posterior
272,512,11,1016,1024,Hypothalamus
273,512,11,698,1024,Thalamus antero-superior
274,512,11,317,1024,Optic chiasm
275,512,12,2,64,Fusiform gyrus
276,512,12,11,64,Transverse sinus
277,512,12,29,64,Inferior occipital gyrus
278,512,12,35,64,Lingual gyrus anterior
279,512,12,9,64,Cerebellum Crus II
280,512,12,120,128,Fusiform gyrus
281,512,12,31,128,Parahippocampal gyrus
282,512,12,65,128,Ventrolateral fusiform gyrus
283,512,12,113,128,Cerebellum VI
284,512,12,108,128,Inferior occipital gyrus
285,512,12,237,256,Occipitotemporal gyrus anterior
286,512,12,80,256,"Inferior temporal gyrus, posterior, LH"
287,512,12,35,256,"Occipitotemporal sulcus posterior, RH"
288,512,12,233,256,Cerebellum VI anterior
289,512,12,211,256,Cerebellum VI RH
290,512,12,93,512,Occipitotemporal gyrus posterior RH
291,512,12,425,512,Cerebellum Crus I superior
292,512,12,375,512,Cerebellum VI lateral RH
293,512,12,15,512,Fusiform gyrus anterior LH
294,512,12,262,512,Parahippocampal gyrus anterior
295,512,12,157,1024,Occipitotemporal sulcus middle RH
296,512,12,670,1024,Occipitotemporal sulcus mid-posterior RH
297,512,12,932,1024,Occipitotemporal gyrus posterior RH
298,512,12,39,1024,Fusiform gyrus anterior RH
299,512,12,121,1024,Fusiform gyrus mid-anterior RH
300,512,13,25,64,Putamen
301,512,13,41,64,Postcentral gyrus inferior
302,512,13,19,64,Planum polare
303,512,13,47,64,Thalamus
304,512,13,26,64,Mid-anterior Cingulate cortex
305,512,13,124,128,"Putamen, posterior"
306,512,13,49,128,"Insula center, and lateral fissure"
307,512,13,68,128,Planum temporale RH
308,512,13,15,128,Precentral gyrus inferior
309,512,13,54,128,Planum temporale LH
310,512,13,255,256,Parietal operculum RH
311,512,13,199,256,Putamen and globus pallidus
312,512,13,253,256,Superior temporal sulcus posterior RH
313,512,13,86,256,Heschl’s gyrus
314,512,13,167,256,Planum temporale LH
315,512,13,166,512,Posterior insula dorsal lateral
316,512,13,263,512,Central operculum posterior RH
317,512,13,480,512,Putamen postero-superior
318,512,13,72,512,Globus pallidus RH
319,512,13,226,512,Parietal operculum posterior RH
320,512,13,316,1024,Lateral fissure posterior
321,512,13,444,1024,Globus pallidus posterior
322,512,13,69,1024,Putamen superior RH
323,512,13,886,1024,External capsule LH
324,512,13,981,1024,Posterior insula postero-superior RH
325,512,14,21,64,Cerebellum I-V
326,512,14,2,64,Fusiform gyrus
327,512,14,11,64,Transverse sinus
328,512,14,16,64,Posterior fusiform gyrus
329,512,14,55,64,Lingual gyrus
330,512,14,27,128,Cerebellum VI anterior
331,512,14,113,128,Cerebellum VI
332,512,14,55,128,Cerebellum superior posterior fissure
333,512,14,115,128,Cerebellum IV and middle cerebellar peduncle
334,512,14,11,128,Cerebellum Crus I posterior
335,512,14,233,256,Cerebellum VI anterior
336,512,14,147,256,Cerebellum Crus I lateral RH
337,512,14,165,256,Fluid between cerebellum and pons
338,512,14,81,256,Cerebellum Crus I RH
339,512,14,172,256,Cerebellum Crus I anterior LH
340,512,14,16,512,Cerebellum Crus I anterior RH
341,512,14,121,512,Cerebellum VI medial RH
342,512,14,375,512,Cerebellum VI lateral RH
343,512,14,141,512,Cerebellum Crus I medial RH
344,512,14,341,512,Cerebellum VI medial
345,512,14,635,1024,Cerebellum VI RH
346,512,14,347,1024,Cerebellum Crus I RH
347,512,14,290,1024,Cerebellum VI
348,512,14,897,1024,Cerebellum V
349,512,14,985,1024,Cerebellum Crus I RH
350,512,15,2,64,Fusiform gyrus
351,512,15,11,64,Transverse sinus
352,512,15,21,64,Cerebellum I-V
353,512,15,55,64,Lingual gyrus
354,512,15,9,64,Cerebellum Crus II
355,512,15,113,128,Cerebellum VI
356,512,15,34,128,"Inferior temporal gyrus, posterior"
357,512,15,31,128,Parahippocampal gyrus
358,512,15,22,128,Cerebellum Crus I anterior
359,512,15,28,128,Cerebellum VI superior
360,512,15,161,256,Cerebellum VI superior LH
361,512,15,211,256,Cerebellum VI RH
362,512,15,233,256,Cerebellum VI anterior
363,512,15,237,256,Occipitotemporal gyrus anterior
364,512,15,59,256,Fusiform gyrus LH
365,512,15,257,512,Cerebellum VI antero-superior LH
366,512,15,478,512,Cerebellum VI posterior LH
367,512,15,280,512,Occipitotemporal gyrus posterior LH
368,512,15,481,512,Cerebellum VI  LH
369,512,15,12,512,Occipitotemporal gyrus mid-posterior RH
370,512,15,76,1024,Fusiform gyrus anterior LH
371,512,15,352,1024,Cerebellum VI LH
372,512,15,120,1024,Cerebellum Crus I lateral LH
373,512,15,825,1024,Cerebellum Crus I anterior LH
374,512,15,653,1024,Collateral sulcus middle LH
375,512,16,11,64,Transverse sinus
376,512,16,2,64,Fusiform gyrus
377,512,16,16,64,Posterior fusiform gyrus
378,512,16,21,64,Cerebellum I-V
379,512,16,29,64,Inferior occipital gyrus
380,512,16,96,128,Cerebellum Crus II
381,512,16,55,128,Cerebellum superior posterior fissure
382,512,16,11,128,Cerebellum Crus I posterior
383,512,16,113,128,Cerebellum VI
384,512,16,28,128,Cerebellum VI superior
385,512,16,233,256,Cerebellum VI anterior
386,512,16,33,256,Cerebellum IX
387,512,16,81,256,Cerebellum Crus I RH
388,512,16,143,256,Cerebellum Crus I posterior
389,512,16,179,256,Cerebellum Crus II
390,512,16,14,512,Cerebellum VI RH
391,512,16,375,512,Cerebellum VI lateral RH
392,512,16,429,512,Cerebellum Crus II RH
393,512,16,491,512,Cerebellum Crus II medial RH
394,512,16,141,512,Cerebellum Crus I medial RH
395,512,16,639,1024,Cerebellum Crus I anterior RH
396,512,16,347,1024,Cerebellum Crus I RH
397,512,16,912,1024,Cerebellum VI RH
398,512,16,531,1024,Cerebellum Crus I RH
399,512,16,1009,1024,Cerebellum VI anterior RH
400,512,17,50,64,Postcentral gyrus LH
401,512,17,12,64,Paracentral gyrus RH
402,512,17,48,64,Intraparietal sulcus RH
403,512,17,10,64,Superior parts of Postcentral and Precentral gyri
404,512,17,37,64,Supramarginal gyrus
405,512,17,56,128,"Intraparietal sulcus anterior, LH"
406,512,17,74,128,"Postcentral sulcus, superior"
407,512,17,112,128,Postcentral sulcus RH
408,512,17,125,128,"Postcentral gyrus, middle"
409,512,17,37,128,"Supramarginal gyrus, LH"
410,512,17,30,256,"Postcentral sulcus superior, LH"
411,512,17,27,256,"Intraparietal sulcus, anterior"
412,512,17,22,256,"Supramarginal gyrus, LH"
413,512,17,183,256,Intraparietal sulcus LH
414,512,17,47,256,"Supramarginal gyrus anterior, RH"
415,512,17,45,512,Postcentral sulcus LH
416,512,17,35,512,Intraparietal sulcus anterior LH
417,512,17,97,512,Postcentral gyrus middle LH
418,512,17,361,512,Cerebrospinal fluid (between intraparietal sulcus and skull LH)
419,512,17,385,512,Intermediate primus of Jensen LH
420,512,17,315,1024,Postcentral sulcus inferior LH
421,512,17,141,1024,Intraparietal sulcus anterior LH
422,512,17,915,1024,Postcentral gyrus middle posterior LH
423,512,17,926,1024,Cerebrospinal fluid (between postcentral gyrus inferior and skull LH)
424,512,17,198,1024,Superior longitudinal fasciculus III mid-posterior LH
425,512,18,36,64,Angular gyrus
426,512,18,61,64,Middle temporal gyrus
427,512,18,32,64,Intraparietal sulcus
428,512,18,37,64,Supramarginal gyrus
429,512,18,38,64,Intraparietal sulcus LH
430,512,18,110,128,"Inferior parietal lobule, LH"
431,512,18,37,128,"Supramarginal gyrus, LH"
432,512,18,29,128,"Angular gyrus anterior, RH"
433,512,18,56,128,"Intraparietal sulcus anterior, LH"
434,512,18,122,128,"Angular gyrus, LH"
435,512,18,127,256,"Angular gyrus posterior, LH"
436,512,18,22,256,"Supramarginal gyrus, LH"
437,512,18,166,256,Angular gyrus superior
438,512,18,183,256,Intraparietal sulcus LH
439,512,18,145,256,"Angular gyrus superior, LH"
440,512,18,171,512,Angular gyrus superior LH
441,512,18,411,512,Angular gyrus antero-inferior LH
442,512,18,76,512,Supramarginal gyrus posterior LH
443,512,18,365,512,Angular gyrus postero-inferior LH
444,512,18,154,512,Cerebrospinal fluid (between angular gyrus and skull LH)
445,512,18,496,1024,Angular gyrus antero-superior LH
446,512,18,909,1024,Supramarginal gyrus posterior LH
447,512,18,945,1024,Supramarginal gyrus postero-superior LH
448,512,18,854,1024,Supramarginal gyrus postero-inferior LH
449,512,18,540,1024,Superior longitudinal fasciculus III posterior LH
450,512,19,62,64,Superior frontal gyrus
451,512,19,26,64,Mid-anterior Cingulate cortex
452,512,19,52,64,Inferior frontal gyrus
453,512,19,23,64,Anterior Cingulate Cortex
454,512,19,1,64,Superior frontal sulcus
455,512,19,1,128,"Middle frontal gyrus lateral, LH"
456,512,19,19,128,Mid-anterior cingulate cortex
457,512,19,119,128,"Paracingulate gyrus, postero-superior"
458,512,19,58,128,"Dorsomedial prefrontal cortex, anteromedial"
459,512,19,76,128,"Precentral sulcus inferior, LH"
460,512,19,229,256,Dorsomedial prefrontal cortex posterior
461,512,19,121,256,Dorsomedial prefrontal cortex
462,512,19,40,256,"Paracingulate gyrus, posterior"
463,512,19,76,256,Superior frontal gyrus posterior
464,512,19,13,256,Mid-anterior cingulate cortex
465,512,19,117,512,Dorsomedial prefrontal cortex posterior
466,512,19,367,512,Paracingulate sulcus mid-posterior
467,512,19,299,512,Superior frontal gyrus medial middle
468,512,19,223,512,Cingulate sulcus middle
469,512,19,355,512,Paracingulate sulcus posterior
470,512,19,906,1024,Superior frontal gyrus medial mid-anterior LH
471,512,19,747,1024,Anterior corona radiata
472,512,19,966,1024,Paracingulate sulcus posterior LH
473,512,19,509,1024,Paracingulate sulcus middle LH
474,512,19,156,1024,Cingulate sulcus mid-anterior LH
475,512,20,34,64,Precentral gyrus medial
476,512,20,40,64,Precentral gyrus superior
477,512,20,17,64,Superior frontal gyrus medial
478,512,20,33,64,Superior parietal lobule anterior
479,512,20,28,64,Paracentral lobule
480,512,20,51,128,Cerebrospinal fluid (between superior part of superior frontal gyrus and skull)
481,512,20,5,128,Superior precentral and postcentral sulci
482,512,20,38,128,Superior precentral and postcentral gyri [same as 5]
483,512,20,70,128,Cerebrospinal fluid (between central sulcus and skull)
484,512,20,36,128,"Superior frontal gyrus, posterior"
485,512,20,180,256,Cerebrospinal fluid (between precentral gyrus superior and skull)
486,512,20,152,256,Precentral gyrus superior
487,512,20,99,256,Precentral gyrus superior
488,512,20,142,256,Superior parts of central and postcentral sulci
489,512,20,17,256,"Medial frontal cortex, posterior"
490,512,20,42,512,Cerebrospinal fluid (between interhemispheric fissure and superior frontal gyrus superio )
491,512,20,275,512,Cerebrospinal fluid (between superior frontal gyrus superior and skull)
492,512,20,320,512,Precentral sulcus superior
493,512,20,118,512,Superior frontal gyrus postero-superior LH
494,512,20,199,512,Precentral gyrus superior RH
495,512,20,783,1024,Precentral gyrus superior RH
496,512,20,737,1024,Interhemispheric fissure precentral gyrus
497,512,20,325,1024,Superior frontal gyrus superior RH
498,512,20,517,1024,Superior frontal gyrus posterior medial RH
499,512,20,655,1024,Precentral sulcus medial LH
500,512,21,52,64,Inferior frontal gyrus
501,512,21,6,64,Antero-superior insula
502,512,21,26,64,Mid-anterior Cingulate cortex
503,512,21,38,64,Intraparietal sulcus LH
504,512,21,19,64,Planum polare
505,512,21,32,128,"Inferior frontal gyrus anterior, LH"
506,512,21,42,128,"Middle temporal gyrus, LH"
507,512,21,123,128,"Inferior frontal sulcus, LH"
508,512,21,64,128,"Lateral fissure, anterior"
509,512,21,107,128,Anterior insula
510,512,21,57,256,Inferior frontal gyrus LH
511,512,21,94,256,"Inferior frontal sulcus anterior, LH"
512,512,21,141,256,Inferior frontal gyrus anterior LH
513,512,21,232,256,Pars opercularis
514,512,21,56,256,Suborbital cortex
515,512,21,27,512,Anterior vertical ramus of the lateral fissure LH
516,512,21,325,512,Anterior horizontal ramus of the lateral fissure LH
517,512,21,401,512,Pars opercularis LH
518,512,21,300,512,Inferior frontal gyrus posterior LH
519,512,21,322,512,Precentral sulcus inferior LH
520,512,21,463,1024,Pars orbitalis LH
521,512,21,674,1024,Pars opercularis lateral LH
522,512,21,116,1024,Pars opercularis LH
523,512,21,494,1024,Pars triangularis inferior LH
524,512,21,772,1024,Anterior horizontal ramus of the Lateral fissure LH
525,512,22,43,64,Callosomarginal sulcus
526,512,22,22,64,Superior fornix and isthmus
527,512,22,63,64,Central sulcus
528,512,22,45,64,Heschl’s gyrus
529,512,22,14,64,Mid-posterior cingulate gyrus
530,512,22,105,128,"Cingulate sulcus, posterior"
531,512,22,127,128,"Lateral ventricles, superior"
532,512,22,84,128,Precentral gyrus superior
533,512,22,63,128,"Posterior cingulate cortex, superior"
534,512,22,49,128,"Insula center, and lateral fissure"
535,512,22,254,256,Superior longitudinal fasciculus I LH
536,512,22,5,256,Caudate superior
537,512,22,231,256,Posterior corona radiata LH
538,512,22,71,256,Isthmus of corpus callosum
539,512,22,157,256,Anterior corona radiata RH
540,512,22,25,512,Superior longitudinal fasciculus III anterior LH
541,512,22,323,512,Superior longitudinal fasciculus II posterior LH
542,512,22,165,512,Superior corona radiata
543,512,22,202,512,Superior occipito-frontal fasciculus middle
544,512,22,89,512,Corticospinal tract superior
545,512,22,911,1024,Corticospinal tract LH
546,512,22,900,1024,Superior longitudinal fasciculus II mid-posterior LH
547,512,22,622,1024,Corpus callosum posterior body
548,512,22,359,1024,Superior longitudinal fasciculus II anterior LH
549,512,22,562,1024,Superior longitudinal fasciculus III middle LH
550,512,23,15,64,ventricles
551,512,23,1,64,Superior frontal sulcus
552,512,23,22,64,Superior fornix and isthmus
553,512,23,49,64,Inferior frontal sulcus
554,512,23,38,64,Intraparietal sulcus LH
555,512,23,19,128,Mid-anterior cingulate cortex
556,512,23,123,128,"Inferior frontal sulcus, LH"
557,512,23,9,128,Superior frontal sulcus
558,512,23,76,128,"Precentral sulcus inferior, LH"
559,512,23,105,128,"Cingulate sulcus, posterior"
560,512,23,5,256,Caudate superior
561,512,23,34,256,"Corpus callosum forceps minor, LH"
562,512,23,7,256,"Lateral ventricles, anterior horns"
563,512,23,254,256,Superior longitudinal fasciculus I LH
564,512,23,207,256,Posterior middle frontal gyrus
565,512,23,165,512,Superior corona radiata
566,512,23,202,512,Superior occipito-frontal fasciculus middle
567,512,23,383,512,Anterior corona radiata LH
568,512,23,57,512,Superior longitudinal fasciculus I anterior LH
569,512,23,191,512,Cingulum middle
570,512,23,595,1024,Cingulum mid-anterior
571,512,23,313,1024,Internal capsule anterior limb superior LH
572,512,23,684,1024,Anterior corona radiata superior LH
573,512,23,587,1024,Callosal sulcus mid-anterior
574,512,23,375,1024,Corpus callosum middle body
575,512,24,62,64,Superior frontal gyrus
576,512,24,23,64,Anterior Cingulate Cortex
577,512,24,30,64,Superior rostral gyrus
578,512,24,58,64,Middle frontal gyrus anterior
579,512,24,1,64,Superior frontal sulcus
